epoch,acc,loss,lr,val_acc,val_loss
0,0.52123931355965447,0.7078094161473788,0.001,0.60833334922790527,0.63400208950042725
1,0.57418804061718476,0.65220039318769407,0.001,0.60444444417953491,0.60983455181121826
2,0.59559828959978545,0.63799477387697268,0.001,0.60944443941116333,0.63100200891494751
3,0.61799145203370309,0.62096072160280669,0.001,0.60166666905085242,0.61098935206731164
4,0.64555555582046509,0.60624185433754552,0.001,0.67111110687255859,0.56872578461964929
5,0.646410251275087,0.60621019510122442,0.001,0.6927777727444967,0.5521131157875061
6,0.65713675434772789,0.59373564368639242,0.001,0.71388888359069824,0.5243646502494812
7,0.67141025647138941,0.58556731236286652,0.001,0.71333332856496179,0.5352645913759867
8,0.67427350160403132,0.57410449706591093,0.001,0.56611110766728723,0.60237447420756018
9,0.69059829222850311,0.56237786779036891,0.001,0.73333332935969031,0.50050512949625647
10,0.69487179089815188,0.55560168471091831,0.001,0.72999999920527137,0.50314349929491675
11,0.71098290498440087,0.54223657494936239,0.001,0.74055556456247962,0.49419928590456647
12,0.70824786791434657,0.53682131186509741,0.001,0.74944444497426355,0.48511283596356708
13,0.72897436068608212,0.522883245578179,0.001,0.75111112991968787,0.4664825399716695
14,0.7323504304274534,0.51591775203362489,0.001,0.75277777512868249,0.45538348952929181
15,0.72918803569598079,0.50878558250573969,0.001,0.7677777806917826,0.45666399598121643
16,0.75136752006335139,0.48108035326004028,0.001,0.78388889630635583,0.42529158790906268
17,0.7658119690723908,0.47333461351883716,0.001,0.77333333094914758,0.42849554618199664
18,0.76388888787000608,0.47016440370143986,0.001,0.79277777671813965,0.40992204348246258
19,0.76598290296701288,0.46247498805706316,0.001,0.78666665156682336,0.43626707792282104
20,0.77679487069447839,0.44958453835585177,0.001,0.80222223202387488,0.41229935487111408
21,0.78405983172930205,0.43500764782612139,0.001,0.78333334128061927,0.41288074851036072
22,0.79047008508290995,0.43442864066515213,0.001,0.78333334128061927,0.40890902280807495
23,0.78764956883895088,0.43209490944177675,0.001,0.77166666587193811,0.42685849467913312
24,0.7953418814218961,0.41785421432592929,0.001,0.82833331823348999,0.37657035390535992
25,0.79692307343849766,0.41686754845655882,0.001,0.80277778704961145,0.39116628964742023
26,0.80384615445748353,0.40732484215345138,0.001,0.77777779102325439,0.42537720004717511
27,0.81534187915997625,0.38850851089526445,0.001,0.8177777727444967,0.39119014143943787
28,0.81833333541185427,0.38276904744979662,0.001,0.79833332697550452,0.40795804063479107
29,0.82568375880901634,0.37152684804720754,0.001,0.8177777727444967,0.39000109831492108
30,0.81700854882215845,0.3823443727615552,0.001,0.80222223202387488,0.40785934527715045
31,0.83414529684262395,0.35795314686420637,0.001,0.82944442828496301,0.36119656761487323
32,0.82457265028586757,0.36636115304934674,0.001,0.79000002145767212,0.41185585657755536
33,0.84213675291110313,0.34311404060094786,0.001,0.83888888359069824,0.34921125570933026
34,0.84158119635704232,0.33795286141909087,0.001,0.79499999682108557,0.42410229643185932
35,0.84179486983861673,0.34170837089037281,0.001,0.82555556297302246,0.35482018192609149
36,0.85076922942430544,0.32074836928110856,0.001,0.83277777830759681,0.36550177137056988
37,0.85260683603775811,0.33091543805904877,0.001,0.82888887325922644,0.36908499399820965
38,0.84978632743542015,0.32627148582385135,0.001,0.84111110369364417,0.33542892336845398
39,0.85064102900333893,0.31982348247980458,0.001,0.82222221295038855,0.36122907201449078
40,0.85529914116248107,0.31231009807342136,0.001,0.85999999443689978,0.29434597988923389
41,0.86141025561552786,0.29948550768387622,0.001,0.84333332379659021,0.3220667839050293
42,0.85517093768486607,0.31201052130796969,0.001,0.84722222884496057,0.32296672463417053
43,0.86692307698420989,0.28874765107264888,0.001,0.80222221215566003,0.39289326469103497
44,0.86816238898497367,0.2922041037907967,0.001,0.8388889034589132,0.34265331427256268
45,0.86320513181197334,0.29749128566338467,0.001,0.84555556376775109,0.33738950888315838
46,0.87632478353304744,0.27562307050594914,0.001,0.84944444894790649,0.30636691053708393
47,0.87615384658177697,0.27660430280061871,0.001,0.84388889869054162,0.35413708289464313
48,0.87418803343406093,0.27197745786263394,0.001,0.85999999443689978,0.28461540738741559
49,0.874871796522385,0.27578487610205626,0.001,0.875,0.28056561450163525
50,0.88230769145183074,0.25833789201883167,0.001,0.82166667779286706,0.37439444661140442
51,0.88581196161416864,0.24863609251303551,0.001,0.84388887882232666,0.3240257203578949
52,0.88636752275320196,0.25064725295091289,0.001,0.83833334843317664,0.3197113772233327
53,0.88910256440822899,0.24365988641213149,0.001,0.84388889869054162,0.33457514643669128
54,0.89282051110878968,0.24197468772912636,0.001,0.86555556456247962,0.30226750175158185
55,0.90051282522005915,0.22725233359214586,0.001,0.77222224076588952,0.60772862037022912
