epoch,acc,loss,lr,val_acc,val_loss
0,0.63184523582458496,1.0242307335138321,0.001,0.69083333015441895,0.62000033259391785
1,0.65196428554398678,0.65050392917224342,0.001,0.69083333015441895,0.62639904022216797
2,0.64952381380966728,0.66028248199394768,0.001,0.68999999761581421,0.61404711008071899
3,0.64321428111621315,0.65840558281966621,0.001,0.67416664958000183,0.63725546002388
4,0.64547618372099735,0.63462292935167042,0.001,0.6366666853427887,0.64293184876441956
5,0.64904761740139549,0.60614931370530811,0.001,0.69416666030883789,0.51504221558570862
6,0.64821428273405346,0.60475712375981472,0.001,0.69166666269302368,0.47544626891613007
7,0.64821428486279076,0.59104554142270771,0.001,0.69166666269302368,0.45427946746349335
8,0.65285713970661163,0.5896407759615353,0.001,0.68999999761581421,0.44581253826618195
9,0.65934523940086365,0.56354295781680519,0.001,0.71500000357627869,0.44301484525203705
10,0.65916666388511658,0.57204276110444752,0.001,0.74666666984558105,0.44839119911193848
11,0.68398809858730858,0.5571337576423373,0.001,0.75583332777023315,0.43703354895114899
12,0.69523809211594723,0.55236612260341644,0.001,0.76666668057441711,0.44212408363819122
13,0.71023809484073097,0.54847387011562077,0.001,0.75083333253860474,0.45356829464435577
14,0.73071429133415222,0.51730393086160931,0.001,0.76416665315628052,0.49109677970409393
15,0.7380952356117112,0.5213671528867313,0.001,0.81000000238418579,0.38865984976291656
16,0.77065476349421913,0.48270269376891001,0.001,0.8333333432674408,0.37427231669425964
17,0.78732143129621235,0.44389272906950544,0.001,0.86916667222976685,0.3142988383769989
18,0.82101190303053173,0.40521852352789473,0.001,0.77583333849906921,0.500015988945961
19,0.81386905269963405,0.41072743811777662,0.001,0.82583332061767578,0.39066889882087708
20,0.84172619666372028,0.36013845460755484,0.001,0.87749999761581421,0.28897489607334137
21,0.8454761909587043,0.35238236667854445,0.001,0.87583333253860474,0.28334373980760574
22,0.8601190469094685,0.32012133992144037,0.001,0.875,0.2831517681479454
23,0.8551785711731229,0.3311513162084988,0.001,0.86583331227302551,0.29245102405548096
24,0.86190476162093022,0.31388074212840628,0.001,0.88750001788139343,0.27694960683584213
25,0.873511906181063,0.28688709703939302,0.001,0.90916666388511658,0.23192735761404037
26,0.86601189843245918,0.29791544058493208,0.001,0.89166665077209473,0.2550615668296814
27,0.87654761757169453,0.28371249831148554,0.001,0.89999997615814209,0.25622336566448212
28,0.87892857193946838,0.27946333108203752,0.001,0.90083333849906921,0.22154586762189865
29,0.88273809424468452,0.26799610948988367,0.001,0.90333333611488342,0.25983544439077377
30,0.88452380682740894,0.2678083436829703,0.001,0.9074999988079071,0.2435666024684906
31,0.88357142252581455,0.27008336676018579,0.001,0.86833333969116211,0.29099544882774353
32,0.88672619419438503,0.26407240331172943,0.001,0.89249998331069946,0.28424412757158279
33,0.89000000059604645,0.25571351338710102,0.001,0.88999998569488525,0.2913438081741333
34,0.8926190499748502,0.24724272106375014,0.001,0.92416667938232422,0.2019035816192627
35,0.89767856895923615,0.24532349141580717,0.001,0.90999999642372131,0.22493255138397217
36,0.89470238132136204,0.24814798044306891,0.001,0.90833333134651184,0.22046078741550446
37,0.89065475974764141,0.2490270733833313,0.001,0.90333333611488342,0.2365548387169838
38,0.89339285450322292,0.24589219902242934,0.001,0.90166667103767395,0.24824078381061554
39,0.88148809756551472,0.28609477515731541,0.001,0.90333333611488342,0.23972497135400772
40,0.89464285969734192,0.24130138754844666,0.001,0.90916666388511658,0.24005033820867538
41,0.89642857228006634,0.24121039467198507,0.001,0.89166665077209473,0.28693506121635437
42,0.89238095496382031,0.24404014221259526,0.001,0.90416666865348816,0.24117390811443329
43,0.90839286148548126,0.21070321276783943,0.001,0.89250001311302185,0.27891184389591217
44,0.89886904827186043,0.23004437770162309,0.001,0.898333340883255,0.24815800786018372
45,0.90119048101561405,0.23245713274393762,0.001,0.91749998927116394,0.20089299231767654
46,0.91244048093046459,0.20548039036137716,0.001,0.9074999988079071,0.22603181004524231
47,0.90196428767272407,0.22939272757087434,0.001,0.91750001907348633,0.21262240409851074
48,0.91089285697255817,0.21233748431716645,0.001,0.91250002384185791,0.21820409595966339
49,0.91226190754345482,0.20289388724735805,0.001,0.9050000011920929,0.25901322066783905
50,0.91250000681195942,0.1975117756852082,0.001,0.91083335876464844,0.23897173255681992
51,0.90565476247242516,0.22222688421607018,0.001,0.90000000596046448,0.22400590032339096
52,0.92041667657239101,0.18267821201256343,0.001,0.91750001907348633,0.23325132578611374
53,0.91482142891202656,0.19358004283692157,0.001,0.91500002145767212,0.2096666619181633
54,0.91214286429541447,0.19970380195549556,0.001,0.91833332180976868,0.20215605944395065
55,0.90541667171886986,0.22200496654425347,0.001,0.9191666841506958,0.2130567729473114
56,0.91291667095252449,0.19594991047467505,0.001,0.92250001430511475,0.19279579818248749
57,0.91386904886790687,0.19677628949284554,0.001,0.89500001072883606,0.25922176241874695
58,0.91779762932232445,0.19259226588266237,0.001,0.91750001907348633,0.25348436832427979
59,0.91529762319156105,0.19399684028966085,0.001,0.92166668176651001,0.20419734716415405
60,0.91410715239388607,0.19630561236824309,0.001,0.90833333134651184,0.23638691008090973
61,0.9134523868560791,0.19871877878904343,0.001,0.91750001907348633,0.22564499825239182
62,0.92011905355112888,0.18740337767771312,0.001,0.91500002145767212,0.21162376552820206
63,0.91500000442777363,0.20303157344460487,0.001,0.90083333849906921,0.25234533101320267
64,0.92422619249139515,0.17557951329009874,0.001,0.92416667938232422,0.19248978048563004
65,0.91119048425129479,0.20384662970900536,0.001,0.90333333611488342,0.25902101397514343
66,0.92083334284169338,0.18173560393708094,0.001,0.90250000357627869,0.25297039002180099
67,0.91785715094634468,0.18871854831065452,0.001,0.91333332657814026,0.23413481563329697
68,0.9198809542826244,0.18360481038689613,0.001,0.87749999761581421,0.27167598903179169
69,0.92809524493558071,0.16582412645220757,0.001,0.898333340883255,0.23971737176179886
70,0.91982143478734157,0.18319012543984822,0.001,0.92916667461395264,0.16439937800168991
71,0.9161904816116605,0.19790911275361264,0.001,0.92750000953674316,0.19022296369075775
72,0.92547619129930225,0.16850034014454909,0.001,0.90583333373069763,0.29218055307865143
73,0.92869048246315544,0.15849186825965131,0.001,0.92166668176651001,0.20387391746044159
74,0.92440476800714222,0.17306771395461901,0.001,0.92750000953674316,0.19891539961099625
75,0.92470238038471764,0.190858320998294,0.001,0.63833332061767578,0.67870166897773743
76,0.91119048212255749,0.20019999598818167,0.001,0.92750000953674316,0.20358387380838394
77,0.92571428843906944,0.17453555682940142,0.001,0.92000001668930054,0.21392741054296494
78,0.92690476562295643,0.16805994670305932,0.001,0.93083333969116211,0.19101928919553757
79,0.92416667512484962,0.17350148090294429,0.001,0.92416667938232422,0.19865100830793381
