epoch,acc,loss,lr,val_acc,val_loss
0,0.54205128397697055,0.7070300365105654,0.001,0.59111112356185913,0.62391116221745813
1,0.6021794883104471,0.64213623144687748,0.001,0.64722224076588952,0.5761982798576355
2,0.63047008331005394,0.61472852871968198,0.001,0.71111110846201575,0.5512975653012594
3,0.65576923199189019,0.6023748624019134,0.001,0.70777777830759681,0.5370497306187948
4,0.67551281818976772,0.59684657897704685,0.001,0.73055557409922278,0.52083621422449744
5,0.68230769878778708,0.57523307662743783,0.001,0.71055553356806433,0.5515573422114054
6,0.68760683444830084,0.57237471983982968,0.001,0.74111109972000122,0.49863120913505554
7,0.7112820484699347,0.54499512452345633,0.001,0.77000000079472863,0.4604458014170329
8,0.74029914385233175,0.51263181979839623,0.001,0.75777777036031091,0.48386731743812561
9,0.75649572794254005,0.48397901272162414,0.001,0.80000001192092896,0.43152495225270587
10,0.77397436056381619,0.45994194425069368,0.001,0.81166666746139526,0.39679356416066486
11,0.80594017413946295,0.40999179467176777,0.001,0.79611110687255859,0.43865249554316205
12,0.79970085162382865,0.41855336152590239,0.001,0.82055554787317908,0.36965491374333698
13,0.80982906084794259,0.40754359043561494,0.001,0.84444445371627808,0.34912098447481793
14,0.82307692215992856,0.37554503022096097,0.001,0.85277777910232544,0.31981705625851947
15,0.84230768833404934,0.34251265877332443,0.001,0.79666668176651001,0.4252117971579234
16,0.84260683334790742,0.34480024262880665,0.001,0.81111111243565881,0.40090495347976685
17,0.84465812261287987,0.34366913139820099,0.001,0.82888889312744141,0.35356560349464417
18,0.84645298811105585,0.34070880214373273,0.001,0.87777777512868249,0.28211166461308795
19,0.85700854735496712,0.32302612142685133,0.001,0.85833332935969031,0.29188131292661029
20,0.86128205366623711,0.30901356920217854,0.001,0.84722222884496057,0.35385051369667053
21,0.87166666984558105,0.29125831677363467,0.001,0.83777779340744019,0.36270852883656818
22,0.8689316236055814,0.29703089938713956,0.001,0.86999998490015662,0.2991539140542348
23,0.87209401833705413,0.28819272800897938,0.001,0.88111110528310144,0.25129124522209167
24,0.87423077149268913,0.28213270046772099,0.001,0.87055553992589318,0.26017843186855316
25,0.87730768857858121,0.27135997513930005,0.001,0.87611111005147302,0.30022482077280682
26,0.88149572488589167,0.2639638750981062,0.001,0.87611109018325806,0.27795889476935071
27,0.8783760666847229,0.26600381808403212,0.001,0.86833333969116211,0.29669038454691571
28,0.8814957294708643,0.26455651758572996,0.001,0.85833332935969031,0.31757051746050519
29,0.88337606955797243,0.25980361722982848,0.001,0.8649999896685282,0.34032007058461505
30,0.88696580972426975,0.24940929848414201,0.001,0.88944445053736365,0.24210301538308462
31,0.88444444766411412,0.25490518869497836,0.001,0.8888888955116272,0.25084675351778668
32,0.8930341845903641,0.24245093151544914,0.001,0.8788888851801554,0.27235722541809082
33,0.8832051264934051,0.2637779536919716,0.001,0.85944443941116333,0.31584403912226361
34,0.89645299239036369,0.23244266899732444,0.001,0.81444444259007776,0.42468133568763733
35,0.88854701243914092,0.24765989107963365,0.001,0.85388888915379846,0.33234853545824689
36,0.89564102429610037,0.23168168236047793,0.001,0.87833333015441895,0.27537615100542706
37,0.89213674954878974,0.24237488401241791,0.001,0.84444445371627808,0.32164983948071796
38,0.89978632560143101,0.22133104655987176,0.001,0.87277776002883911,0.29866230487823486
39,0.89773504703472817,0.22927518227161506,0.001,0.88166664044062293,0.29017060498396557
40,0.90397436190874147,0.22163198124139738,0.001,0.87111109495162964,0.28430142998695374
41,0.89735042284696531,0.2327435593574475,0.001,0.80222221215566003,0.49365142981211346
42,0.89350426961214113,0.24169570589676881,0.001,0.87666666507720947,0.25589455167452496
43,0.89696581547076881,0.22977214325696993,0.001,0.88833334048589074,0.24888284504413605
44,0.89910256098478269,0.22701200804649255,0.001,0.85944443941116333,0.31363980968793231
45,0.90393162537843752,0.21771302704627699,0.001,0.86388887961705529,0.30254941185315448
46,0.90555555851031577,0.21698923867482406,0.001,0.86666665474573767,0.30597183108329773
47,0.90555555545366728,0.21435002906200212,0.001,0.88055555025736487,0.2537618527809779
48,0.89995727019432259,0.22557786603768668,0.001,0.87499998013178504,0.28136231501897174
49,0.91081196681047094,0.20903012767816201,0.001,0.8427777886390686,0.40558727582295734
50,0.90474358735940397,0.21657818861496755,0.001,0.875,0.29257157444953918
51,0.90418803691864014,0.21591430138318968,0.001,0.88333332538604736,0.26207110782464343
52,0.89786325204066741,0.23540478830154127,0.001,0.88611110051472985,0.26000314454237622
53,0.91384615347935605,0.19663164172417077,0.001,0.88611110051472985,0.27689401308695477
54,0.91213675645681525,0.20192742615174025,0.001,0.85888888438542688,0.30678634842236835
55,0.90047008563310671,0.22591448403321779,0.001,0.875,0.27346145113309223
56,0.91072649833483577,0.20157410968572664,0.001,0.84111112356185913,0.4369083046913147
57,0.90346154188498473,0.22435450171812987,0.001,0.86388887961705529,0.28782454133033752
58,0.90589743546950507,0.21590644675187576,0.001,0.87055555979410804,0.30157416065533954
59,0.9083760732259506,0.20547394492687324,0.001,0.86999998490015662,0.28774776061375934
60,0.90034188062716758,0.22497329994654044,0.001,0.8788888851801554,0.27852820356686908
61,0.91072650291980839,0.19995576678178248,0.001,0.88444443543752038,0.25390875836213428
62,0.91354701305047059,0.19664759494555303,0.001,0.87944444020589196,0.27686977386474609
63,0.91239316341204524,0.19518110958429483,0.001,0.88777776559193933,0.2597726086775462
64,0.91200855145087611,0.20218683855655867,0.001,0.89944446086883545,0.22217937310536703
65,0.90628205048732269,0.2110201085989292,0.001,0.8788888851801554,0.27609503765900928
66,0.90829059863701844,0.20695038789357895,0.001,0.86555554469426477,0.32265886664390564
67,0.91410256654788291,0.19683203616967568,0.001,0.85555555423100793,0.36545883615811664
68,0.91431624308610571,0.19602771332630745,0.001,0.85999999443689978,0.35310243566830951
69,0.91094017487305856,0.20334852696993413,0.001,0.87166666984558105,0.29508204261461896
70,0.91662393624965965,0.18889060788429701,0.001,0.85444444417953491,0.3502778212229411
71,0.91649572971539617,0.18718603482613197,0.001,0.89444444576899207,0.24261167148749033
72,0.91709402279976082,0.1869146961432237,0.001,0.88444443543752038,0.26247284313042957
73,0.91735043128331506,0.1865886545334107,0.001,0.85777777433395386,0.34137889742851257
74,0.91307692802869356,0.19438560421650225,0.001,0.88499999046325684,0.28190169235070545
75,0.90487179542199159,0.21798886759923056,0.001,0.8788888851801554,0.26906101902325946
76,0.91747863781757844,0.18718210321206313,0.001,0.87555555502573645,0.2841891348361969
77,0.91713675933006478,0.18656955907742181,0.001,0.88444443543752038,0.25962768991788227
78,0.91918803789676762,0.183087112620855,0.001,0.89222220579783118,0.25216661393642426
79,0.9179914547846868,0.18260775430080217,0.001,0.87388888994852698,0.31325317422548932
